time,price day ahead,price actual
2015-01-02 22:00:00+01:00,45.8,76.2
2015-01-02 23:00:00+01:00,41.74,71.75
2015-01-03 00:00:00+01:00,35.62,66.82
2015-01-03 01:00:00+01:00,27.1,63.35
2015-01-03 02:00:00+01:00,25.0,58.79
2015-01-03 03:00:00+01:00,20.01,57.44
2015-01-03 04:00:00+01:00,17.1,55.29
2015-01-03 05:00:00+01:00,17.22,56.22
2015-01-03 06:00:00+01:00,20.14,58.13
2015-01-03 07:00:00+01:00,19.87,62.06
2015-01-03 08:00:00+01:00,20.22,67.36
2015-01-03 09:00:00+01:00,25.22,69.21
2015-01-03 10:00:00+01:00,25.13,70.35
2015-01-03 11:00:00+01:00,27.1,68.77
2015-01-03 12:00:00+01:00,28.71,68.82
2015-01-03 13:00:00+01:00,25.0,68.23
2015-01-03 14:00:00+01:00,23.68,67.97
2015-01-03 15:00:00+01:00,14.87,62.76
2015-01-03 16:00:00+01:00,11.7,62.03
2015-01-03 17:00:00+01:00,19.52,66.69
2015-01-03 18:00:00+01:00,25.13,71.5
2015-01-03 19:00:00+01:00,39.71,72.14
2015-01-03 20:00:00+01:00,44.0,72.45
2015-01-03 21:00:00+01:00,41.21,72.86
2015-01-03 22:00:00+01:00,35.69,70.1
2015-01-03 23:00:00+01:00,30.23,67.62
2015-01-04 00:00:00+01:00,24.65,55.22
2015-01-04 01:00:00+01:00,20.2,50.54
2015-01-04 02:00:00+01:00,19.16,48.68
2015-01-04 03:00:00+01:00,21.9,48.02
2015-01-04 04:00:00+01:00,14.9,47.06
2015-01-04 05:00:00+01:00,24.65,46.79
2015-01-04 06:00:00+01:00,28.01,47.63
2015-01-04 07:00:00+01:00,27.51,47.44
2015-01-04 08:00:00+01:00,33.96,50.84
2015-01-04 09:00:00+01:00,38.0,54.84
2015-01-04 10:00:00+01:00,37.17,59.95
2015-01-04 11:00:00+01:00,35.01,59.35
2015-01-04 12:00:00+01:00,38.0,57.03
2015-01-04 13:00:00+01:00,38.12,59.22
2015-01-04 14:00:00+01:00,30.4,58.56
2015-01-04 15:00:00+01:00,27.58,52.07
2015-01-04 16:00:00+01:00,27.56,52.15
2015-01-04 17:00:00+01:00,27.5,61.12
2015-01-04 18:00:00+01:00,26.53,71.98
2015-01-04 19:00:00+01:00,30.0,74.64
2015-01-04 20:00:00+01:00,39.7,75.38
2015-01-04 21:00:00+01:00,40.48,76.49
2015-01-04 22:00:00+01:00,37.97,73.83
2015-01-04 23:00:00+01:00,28.0,69.51
2015-01-05 00:00:00+01:00,43.49,70.77
2015-01-05 01:00:00+01:00,35.5,64.89
2015-01-05 02:00:00+01:00,35.2,60.91
2015-01-05 03:00:00+01:00,35.2,59.68
2015-01-05 04:00:00+01:00,30.6,58.04
2015-01-05 05:00:00+01:00,30.6,59.57
2015-01-05 06:00:00+01:00,30.6,69.73
2015-01-05 07:00:00+01:00,30.0,72.97
2015-01-05 08:00:00+01:00,30.6,77.92
2015-01-05 09:00:00+01:00,35.3,79.59
2015-01-05 10:00:00+01:00,35.2,81.75
2015-01-05 11:00:00+01:00,35.4,80.82
2015-01-05 12:00:00+01:00,35.5,79.14
2015-01-05 13:00:00+01:00,36.8,73.95
2015-01-05 14:00:00+01:00,32.5,71.93
2015-01-05 15:00:00+01:00,30.0,71.5
2015-01-05 16:00:00+01:00,30.0,71.85
2015-01-05 17:00:00+01:00,30.6,80.53
2015-01-05 18:00:00+01:00,42.01,89.08
2015-01-05 19:00:00+01:00,51.4,90.97
2015-01-05 20:00:00+01:00,55.35,88.51
2015-01-05 21:00:00+01:00,62.0,82.85
2015-01-05 22:00:00+01:00,60.01,80.52
2015-01-05 23:00:00+01:00,57.6,72.18
2015-01-06 00:00:00+01:00,53.01,71.48
2015-01-06 01:00:00+01:00,45.65,64.76
2015-01-06 02:00:00+01:00,44.04,60.22
2015-01-06 03:00:00+01:00,43.58,57.14
2015-01-06 04:00:00+01:00,43.98,53.94
2015-01-06 05:00:00+01:00,44.91,53.43
2015-01-06 06:00:00+01:00,51.0,56.68
2015-01-06 07:00:00+01:00,55.76,63.49
2015-01-06 08:00:00+01:00,59.95,66.75
2015-01-06 09:00:00+01:00,60.5,73.07
2015-01-06 10:00:00+01:00,61.29,78.95
2015-01-06 11:00:00+01:00,61.69,75.91
2015-01-06 12:00:00+01:00,61.95,73.12
2015-01-06 13:00:00+01:00,61.29,68.02
2015-01-06 14:00:00+01:00,60.09,66.67
2015-01-06 15:00:00+01:00,60.5,65.08
2015-01-06 16:00:00+01:00,60.69,66.1
2015-01-06 17:00:00+01:00,60.69,72.0
2015-01-06 18:00:00+01:00,58.9,78.6
2015-01-06 19:00:00+01:00,57.0,81.18
2015-01-06 20:00:00+01:00,57.0,81.65
2015-01-06 21:00:00+01:00,59.88,78.63
2015-01-06 22:00:00+01:00,59.6,73.2
2015-01-06 23:00:00+01:00,55.76,72.46
2015-01-07 00:00:00+01:00,59.52,67.24
2015-01-07 01:00:00+01:00,51.1,64.17
2015-01-07 02:00:00+01:00,47.03,62.12
2015-01-07 03:00:00+01:00,48.5,62.11
2015-01-07 04:00:00+01:00,48.79,60.05
2015-01-07 05:00:00+01:00,50.51,62.48
2015-01-07 06:00:00+01:00,59.13,70.01
2015-01-07 07:00:00+01:00,60.8,75.2
2015-01-07 08:00:00+01:00,61.87,83.3
2015-01-07 09:00:00+01:00,64.23,93.14
2015-01-07 10:00:00+01:00,66.5,100.45
2015-01-07 11:00:00+01:00,67.1,95.17
2015-01-07 12:00:00+01:00,66.1,85.23
2015-01-07 13:00:00+01:00,65.0,81.5
2015-01-07 14:00:00+01:00,59.75,77.29
2015-01-07 15:00:00+01:00,59.61,76.61
2015-01-07 16:00:00+01:00,59.53,77.15
2015-01-07 17:00:00+01:00,61.1,79.51
2015-01-07 18:00:00+01:00,61.1,91.05
2015-01-07 19:00:00+01:00,61.1,95.29
2015-01-07 20:00:00+01:00,61.87,91.25
2015-01-07 21:00:00+01:00,63.71,87.08
2015-01-07 22:00:00+01:00,64.1,78.15
2015-01-07 23:00:00+01:00,59.13,75.07
2015-01-08 00:00:00+01:00,49.0,73.73
2015-01-08 01:00:00+01:00,46.86,70.99
2015-01-08 02:00:00+01:00,45.68,68.3
2015-01-08 03:00:00+01:00,44.99,64.22
2015-01-08 04:00:00+01:00,44.81,63.53
2015-01-08 05:00:00+01:00,44.68,66.7
2015-01-08 06:00:00+01:00,44.81,69.79
2015-01-08 07:00:00+01:00,44.81,75.57
2015-01-08 08:00:00+01:00,46.85,82.36
2015-01-08 09:00:00+01:00,49.0,87.03
2015-01-08 10:00:00+01:00,54.36,91.08
2015-01-08 11:00:00+01:00,61.98,89.29
2015-01-08 12:00:00+01:00,62.47,85.45
2015-01-08 13:00:00+01:00,62.93,80.33
2015-01-08 14:00:00+01:00,61.98,77.33
2015-01-08 15:00:00+01:00,57.48,77.03
2015-01-08 16:00:00+01:00,54.38,78.15
2015-01-08 17:00:00+01:00,54.36,80.48
2015-01-08 18:00:00+01:00,52.04,90.87
2015-01-08 19:00:00+01:00,54.38,94.11
2015-01-08 20:00:00+01:00,60.33,90.26
2015-01-08 21:00:00+01:00,66.0,84.66
2015-01-08 22:00:00+01:00,63.6,77.05
2015-01-08 23:00:00+01:00,55.5,73.14
2015-01-09 00:00:00+01:00,60.47,67.7
2015-01-09 01:00:00+01:00,52.88,61.05
2015-01-09 02:00:00+01:00,48.62,59.61
2015-01-09 03:00:00+01:00,47.69,58.65
2015-01-09 04:00:00+01:00,45.85,58.4
2015-01-09 05:00:00+01:00,45.78,59.77
2015-01-09 06:00:00+01:00,49.3,68.38
2015-01-09 07:00:00+01:00,55.93,75.5
2015-01-09 08:00:00+01:00,60.47,81.67
2015-01-09 09:00:00+01:00,57.5,85.8
2015-01-09 10:00:00+01:00,59.57,92.0
2015-01-09 11:00:00+01:00,60.47,89.66
2015-01-09 12:00:00+01:00,63.52,85.5
2015-01-09 13:00:00+01:00,63.69,81.22
2015-01-09 14:00:00+01:00,60.47,77.08
2015-01-09 15:00:00+01:00,60.1,77.33
2015-01-09 16:00:00+01:00,62.53,80.09
2015-01-09 17:00:00+01:00,63.01,81.64
2015-01-09 18:00:00+01:00,62.29,88.51
2015-01-09 19:00:00+01:00,61.51,89.0
2015-01-09 20:00:00+01:00,65.5,87.11
2015-01-09 21:00:00+01:00,67.67,82.13
2015-01-09 22:00:00+01:00,61.51,78.39
2015-01-09 23:00:00+01:00,54.9,72.17
2015-01-10 00:00:00+01:00,56.65,61.8
2015-01-10 01:00:00+01:00,53.5,59.46
2015-01-10 02:00:00+01:00,49.69,55.97
2015-01-10 03:00:00+01:00,49.1,55.03
2015-01-10 04:00:00+01:00,51.25,54.53
2015-01-10 05:00:00+01:00,53.6,55.44
2015-01-10 06:00:00+01:00,58.02,57.22
2015-01-10 07:00:00+01:00,63.03,63.84
2015-01-10 08:00:00+01:00,63.56,71.4
2015-01-10 09:00:00+01:00,64.66,74.51
2015-01-10 10:00:00+01:00,63.9,77.05
2015-01-10 11:00:00+01:00,61.9,75.49
2015-01-10 12:00:00+01:00,60.9,74.23
2015-01-10 13:00:00+01:00,59.8,74.0
2015-01-10 14:00:00+01:00,56.8,72.86
2015-01-10 15:00:00+01:00,53.6,69.68
2015-01-10 16:00:00+01:00,53.5,68.36
2015-01-10 17:00:00+01:00,54.9,71.77
2015-01-10 18:00:00+01:00,55.26,77.55
2015-01-10 19:00:00+01:00,61.0,78.67
2015-01-10 20:00:00+01:00,61.69,78.46
2015-01-10 21:00:00+01:00,61.0,78.1
2015-01-10 22:00:00+01:00,56.8,70.98
2015-01-10 23:00:00+01:00,53.0,62.14
2015-01-11 00:00:00+01:00,53.21,60.35
2015-01-11 01:00:00+01:00,36.1,54.98
2015-01-11 02:00:00+01:00,34.0,53.36
2015-01-11 03:00:00+01:00,31.0,52.62
2015-01-11 04:00:00+01:00,25.17,49.17
2015-01-11 05:00:00+01:00,25.46,47.97
2015-01-11 06:00:00+01:00,26.56,49.1
2015-01-11 07:00:00+01:00,26.25,49.91
2015-01-11 08:00:00+01:00,26.26,51.53
2015-01-11 09:00:00+01:00,27.3,55.87
2015-01-11 10:00:00+01:00,27.42,55.81
2015-01-11 11:00:00+01:00,27.87,54.7
2015-01-11 12:00:00+01:00,28.24,52.89
2015-01-11 13:00:00+01:00,27.49,54.58
2015-01-11 14:00:00+01:00,27.27,54.82
2015-01-11 15:00:00+01:00,24.14,52.08
2015-01-11 16:00:00+01:00,24.65,52.05
2015-01-11 17:00:00+01:00,31.0,55.59
2015-01-11 18:00:00+01:00,41.7,77.6
2015-01-11 19:00:00+01:00,50.34,80.36
2015-01-11 20:00:00+01:00,46.48,82.29
2015-01-11 21:00:00+01:00,40.0,82.47
2015-01-11 22:00:00+01:00,36.9,78.06
2015-01-11 23:00:00+01:00,32.79,70.13
2015-01-12 00:00:00+01:00,66.17,60.81
2015-01-12 01:00:00+01:00,61.57,58.27
2015-01-12 02:00:00+01:00,56.7,53.65
2015-01-12 03:00:00+01:00,54.5,51.95
2015-01-12 04:00:00+01:00,53.96,51.4
2015-01-12 05:00:00+01:00,56.7,52.93
2015-01-12 06:00:00+01:00,62.69,58.8
2015-01-12 07:00:00+01:00,69.37,70.52
2015-01-12 08:00:00+01:00,68.0,75.72
2015-01-12 09:00:00+01:00,70.5,81.92
2015-01-12 10:00:00+01:00,70.5,85.63
2015-01-12 11:00:00+01:00,68.5,86.76
2015-01-12 12:00:00+01:00,67.2,82.78
2015-01-12 13:00:00+01:00,66.46,76.7
2015-01-12 14:00:00+01:00,64.76,74.35
2015-01-12 15:00:00+01:00,64.76,73.6
2015-01-12 16:00:00+01:00,65.23,74.74
2015-01-12 17:00:00+01:00,66.5,76.34
2015-01-12 18:00:00+01:00,72.5,84.23
2015-01-12 19:00:00+01:00,72.58,87.72
2015-01-12 20:00:00+01:00,72.07,86.54
2015-01-12 21:00:00+01:00,68.8,81.3
2015-01-12 22:00:00+01:00,65.23,69.06
2015-01-12 23:00:00+01:00,63.29,62.43
2015-01-13 00:00:00+01:00,46.17,55.61
2015-01-13 01:00:00+01:00,42.0,52.54
2015-01-13 02:00:00+01:00,40.8,50.97
2015-01-13 03:00:00+01:00,39.69,49.57
2015-01-13 04:00:00+01:00,39.2,48.74
2015-01-13 05:00:00+01:00,40.0,49.56
2015-01-13 06:00:00+01:00,44.93,53.96
2015-01-13 07:00:00+01:00,58.34,65.89
2015-01-13 08:00:00+01:00,62.2,73.97
2015-01-13 09:00:00+01:00,66.2,78.25
2015-01-13 10:00:00+01:00,68.52,83.44
2015-01-13 11:00:00+01:00,66.49,81.74
2015-01-13 12:00:00+01:00,63.31,78.22
2015-01-13 13:00:00+01:00,61.84,74.18
2015-01-13 14:00:00+01:00,57.46,69.45
2015-01-13 15:00:00+01:00,57.59,69.58
2015-01-13 16:00:00+01:00,60.69,72.97
2015-01-13 17:00:00+01:00,62.56,75.59
2015-01-13 18:00:00+01:00,67.11,86.26
2015-01-13 19:00:00+01:00,70.2,88.57
2015-01-13 20:00:00+01:00,69.1,87.32
2015-01-13 21:00:00+01:00,63.89,80.78
2015-01-13 22:00:00+01:00,61.84,77.41
2015-01-13 23:00:00+01:00,54.96,67.0
2015-01-14 00:00:00+01:00,48.04,60.23
2015-01-14 01:00:00+01:00,43.22,54.69
2015-01-14 02:00:00+01:00,43.05,53.88
2015-01-14 03:00:00+01:00,43.21,53.19
2015-01-14 04:00:00+01:00,43.05,52.57
2015-01-14 05:00:00+01:00,46.83,57.13
2015-01-14 06:00:00+01:00,60.69,70.06
2015-01-14 07:00:00+01:00,68.03,76.53
2015-01-14 08:00:00+01:00,71.46,83.97
2015-01-14 09:00:00+01:00,78.9,92.24
2015-01-14 10:00:00+01:00,81.12,97.95
2015-01-14 11:00:00+01:00,77.15,94.52
2015-01-14 12:00:00+01:00,71.15,86.31
2015-01-14 13:00:00+01:00,68.25,79.91
2015-01-14 14:00:00+01:00,63.89,76.06
2015-01-14 15:00:00+01:00,63.01,75.64
2015-01-14 16:00:00+01:00,64.89,77.09
2015-01-14 17:00:00+01:00,67.11,79.62
2015-01-14 18:00:00+01:00,69.96,88.06
2015-01-14 19:00:00+01:00,70.52,88.75
2015-01-14 20:00:00+01:00,68.75,86.91
2015-01-14 21:00:00+01:00,62.99,79.91
2015-01-14 22:00:00+01:00,55.0,70.11
2015-01-14 23:00:00+01:00,45.67,59.27
2015-01-15 00:00:00+01:00,39.0,49.14
2015-01-15 01:00:00+01:00,35.0,45.38
2015-01-15 02:00:00+01:00,34.73,43.68
2015-01-15 03:00:00+01:00,33.04,42.49
2015-01-15 04:00:00+01:00,32.25,40.7
2015-01-15 05:00:00+01:00,33.0,41.48
2015-01-15 06:00:00+01:00,38.0,46.24
2015-01-15 07:00:00+01:00,48.62,56.67
2015-01-15 08:00:00+01:00,57.59,69.9
2015-01-15 09:00:00+01:00,63.01,76.22
2015-01-15 10:00:00+01:00,64.0,79.18
2015-01-15 11:00:00+01:00,62.01,77.66
2015-01-15 12:00:00+01:00,54.87,70.25
2015-01-15 13:00:00+01:00,45.3,57.96
2015-01-15 14:00:00+01:00,41.35,54.4
2015-01-15 15:00:00+01:00,40.8,53.87
2015-01-15 16:00:00+01:00,45.03,57.8
2015-01-15 17:00:00+01:00,52.47,65.77
2015-01-15 18:00:00+01:00,61.69,78.95
2015-01-15 19:00:00+01:00,63.43,80.36
2015-01-15 20:00:00+01:00,62.01,79.38
2015-01-15 21:00:00+01:00,54.12,70.31
2015-01-15 22:00:00+01:00,42.35,56.77
2015-01-15 23:00:00+01:00,40.13,53.49
2015-01-16 00:00:00+01:00,36.0,45.92
2015-01-16 01:00:00+01:00,34.0,43.7
2015-01-16 02:00:00+01:00,33.04,42.91
2015-01-16 03:00:00+01:00,33.04,42.15
2015-01-16 04:00:00+01:00,33.73,42.73
2015-01-16 05:00:00+01:00,35.0,45.02
2015-01-16 06:00:00+01:00,40.69,50.41
2015-01-16 07:00:00+01:00,57.93,66.58
2015-01-16 08:00:00+01:00,64.89,78.3
2015-01-16 09:00:00+01:00,70.52,85.84
2015-01-16 10:00:00+01:00,71.25,89.11
2015-01-16 11:00:00+01:00,68.69,85.59
2015-01-16 12:00:00+01:00,62.56,78.55
2015-01-16 13:00:00+01:00,58.34,71.22
2015-01-16 14:00:00+01:00,48.84,61.29
2015-01-16 15:00:00+01:00,46.25,59.4
2015-01-16 16:00:00+01:00,54.02,66.69
2015-01-16 17:00:00+01:00,58.98,71.61
2015-01-16 18:00:00+01:00,63.52,82.21
2015-01-16 19:00:00+01:00,66.94,84.46
2015-01-16 20:00:00+01:00,64.89,82.09
2015-01-16 21:00:00+01:00,59.88,76.0
2015-01-16 22:00:00+01:00,55.02,68.82
2015-01-16 23:00:00+01:00,45.34,58.81
2015-01-17 00:00:00+01:00,36.54,50.65
2015-01-17 01:00:00+01:00,33.8,47.98
2015-01-17 02:00:00+01:00,33.04,46.67
2015-01-17 03:00:00+01:00,33.04,46.66
2015-01-17 04:00:00+01:00,33.04,45.48
2015-01-17 05:00:00+01:00,34.0,46.52
2015-01-17 06:00:00+01:00,36.0,47.61
2015-01-17 07:00:00+01:00,41.19,51.97
2015-01-17 08:00:00+01:00,48.2,58.88
2015-01-17 09:00:00+01:00,60.64,68.81
2015-01-17 10:00:00+01:00,64.88,73.52
2015-01-17 11:00:00+01:00,64.88,73.67
2015-01-17 12:00:00+01:00,62.5,71.88
2015-01-17 13:00:00+01:00,58.69,68.06
2015-01-17 14:00:00+01:00,47.0,58.83
2015-01-17 15:00:00+01:00,40.4,51.47
2015-01-17 16:00:00+01:00,39.84,51.0
2015-01-17 17:00:00+01:00,43.1,55.19
2015-01-17 18:00:00+01:00,56.68,72.1
2015-01-17 19:00:00+01:00,59.82,75.99
2015-01-17 20:00:00+01:00,57.59,74.0
2015-01-17 21:00:00+01:00,53.7,70.78
2015-01-17 22:00:00+01:00,42.25,57.88
2015-01-17 23:00:00+01:00,37.78,53.7
2015-01-18 00:00:00+01:00,36.24,54.28
2015-01-18 01:00:00+01:00,33.8,50.61
2015-01-18 02:00:00+01:00,28.75,44.42
2015-01-18 03:00:00+01:00,27.57,41.89
2015-01-18 04:00:00+01:00,25.0,40.46
2015-01-18 05:00:00+01:00,27.25,41.77
2015-01-18 06:00:00+01:00,28.79,42.1
2015-01-18 07:00:00+01:00,33.6,45.21
2015-01-18 08:00:00+01:00,34.9,47.87
2015-01-18 09:00:00+01:00,39.84,53.03
2015-01-18 10:00:00+01:00,43.97,56.4
2015-01-18 11:00:00+01:00,53.98,64.8
2015-01-18 12:00:00+01:00,50.1,62.38
2015-01-18 13:00:00+01:00,53.69,66.25
2015-01-18 14:00:00+01:00,52.8,66.2
2015-01-18 15:00:00+01:00,42.51,60.23
2015-01-18 16:00:00+01:00,42.0,59.38
2015-01-18 17:00:00+01:00,42.51,58.14
2015-01-18 18:00:00+01:00,55.57,69.59
2015-01-18 19:00:00+01:00,60.8,74.81
2015-01-18 20:00:00+01:00,59.82,74.28
2015-01-18 21:00:00+01:00,57.59,73.59
2015-01-18 22:00:00+01:00,53.69,68.64
2015-01-18 23:00:00+01:00,42.51,59.72
2015-01-19 00:00:00+01:00,38.24,54.84
2015-01-19 01:00:00+01:00,34.9,49.19
2015-01-19 02:00:00+01:00,33.04,46.43
2015-01-19 03:00:00+01:00,29.53,42.18
2015-01-19 04:00:00+01:00,28.07,40.08
2015-01-19 05:00:00+01:00,31.17,44.03
2015-01-19 06:00:00+01:00,39.2,50.25
2015-01-19 07:00:00+01:00,52.07,61.48
2015-01-19 08:00:00+01:00,56.49,69.97
2015-01-19 09:00:00+01:00,64.88,77.42
2015-01-19 10:00:00+01:00,65.02,79.88
2015-01-19 11:00:00+01:00,64.88,79.56
2015-01-19 12:00:00+01:00,59.07,74.48
2015-01-19 13:00:00+01:00,55.69,69.32
2015-01-19 14:00:00+01:00,47.72,63.24
2015-01-19 15:00:00+01:00,47.43,63.06
2015-01-19 16:00:00+01:00,54.56,68.6
2015-01-19 17:00:00+01:00,60.69,74.64
2015-01-19 18:00:00+01:00,67.25,86.83
2015-01-19 19:00:00+01:00,70.01,88.95
2015-01-19 20:00:00+01:00,69.0,87.94
2015-01-19 21:00:00+01:00,65.69,83.12
2015-01-19 22:00:00+01:00,60.76,75.57
2015-01-19 23:00:00+01:00,56.69,69.89
2015-01-20 00:00:00+01:00,46.67,57.6
2015-01-20 01:00:00+01:00,42.44,53.55
2015-01-20 02:00:00+01:00,42.02,52.35
2015-01-20 03:00:00+01:00,40.0,50.3
2015-01-20 04:00:00+01:00,39.4,49.46
2015-01-20 05:00:00+01:00,42.02,51.79
2015-01-20 06:00:00+01:00,47.43,56.08
2015-01-20 07:00:00+01:00,63.89,70.93
2015-01-20 08:00:00+01:00,67.69,80.62
2015-01-20 09:00:00+01:00,71.15,83.78
2015-01-20 10:00:00+01:00,77.51,92.88
2015-01-20 11:00:00+01:00,74.75,90.6
2015-01-20 12:00:00+01:00,69.89,86.02
2015-01-20 13:00:00+01:00,67.94,81.19
2015-01-20 14:00:00+01:00,65.01,79.26
2015-01-20 15:00:00+01:00,65.01,79.15
2015-01-20 16:00:00+01:00,66.6,79.79
2015-01-20 17:00:00+01:00,67.94,84.12
2015-01-20 18:00:00+01:00,69.89,89.84
2015-01-20 19:00:00+01:00,70.91,90.69
2015-01-20 20:00:00+01:00,69.18,89.56
2015-01-20 21:00:00+01:00,65.75,85.41
2015-01-20 22:00:00+01:00,63.1,78.73
2015-01-20 23:00:00+01:00,57.59,71.82
2015-01-21 00:00:00+01:00,60.01,70.53
2015-01-21 01:00:00+01:00,47.43,59.37
2015-01-21 02:00:00+01:00,45.94,56.97
2015-01-21 03:00:00+01:00,43.77,54.04
2015-01-21 04:00:00+01:00,42.0,52.15
2015-01-21 05:00:00+01:00,42.88,53.32
2015-01-21 06:00:00+01:00,46.04,55.91
2015-01-21 07:00:00+01:00,59.82,68.61
2015-01-21 08:00:00+01:00,62.33,76.21
2015-01-21 09:00:00+01:00,65.69,78.3
2015-01-21 10:00:00+01:00,67.75,83.04
2015-01-21 11:00:00+01:00,65.01,80.02
2015-01-21 12:00:00+01:00,59.01,74.73
2015-01-21 13:00:00+01:00,52.6,67.08
2015-01-21 14:00:00+01:00,45.13,61.83
2015-01-21 15:00:00+01:00,44.95,61.84
2015-01-21 16:00:00+01:00,46.25,61.8
2015-01-21 17:00:00+01:00,55.47,70.91
2015-01-21 18:00:00+01:00,59.82,80.27
2015-01-21 19:00:00+01:00,58.34,78.82
2015-01-21 20:00:00+01:00,55.02,75.67
2015-01-21 21:00:00+01:00,45.0,65.81
2015-01-21 22:00:00+01:00,42.0,61.64
2015-01-21 23:00:00+01:00,38.5,55.47
2015-01-22 00:00:00+01:00,39.96,50.5
2015-01-22 01:00:00+01:00,38.4,48.08
2015-01-22 02:00:00+01:00,36.98,46.15
2015-01-22 03:00:00+01:00,33.33,42.91
2015-01-22 04:00:00+01:00,33.04,42.11
2015-01-22 05:00:00+01:00,33.33,42.31
2015-01-22 06:00:00+01:00,39.2,48.23
2015-01-22 07:00:00+01:00,45.03,53.17
2015-01-22 08:00:00+01:00,57.2,70.72
2015-01-22 09:00:00+01:00,61.57,73.93
2015-01-22 10:00:00+01:00,63.27,78.61
2015-01-22 11:00:00+01:00,61.45,77.13
2015-01-22 12:00:00+01:00,55.35,70.98
2015-01-22 13:00:00+01:00,54.01,67.09
2015-01-22 14:00:00+01:00,47.43,61.68
2015-01-22 15:00:00+01:00,47.37,61.59
2015-01-22 16:00:00+01:00,51.99,65.0
2015-01-22 17:00:00+01:00,59.2,73.58
2015-01-22 18:00:00+01:00,64.56,83.65
2015-01-22 19:00:00+01:00,65.0,83.57
2015-01-22 20:00:00+01:00,63.91,82.46
2015-01-22 21:00:00+01:00,60.76,78.29
2015-01-22 22:00:00+01:00,55.1,70.61
2015-01-22 23:00:00+01:00,48.0,62.33
2015-01-23 00:00:00+01:00,44.45,53.63
2015-01-23 01:00:00+01:00,42.1,51.21
2015-01-23 02:00:00+01:00,39.4,48.45
2015-01-23 03:00:00+01:00,38.0,47.03
2015-01-23 04:00:00+01:00,35.0,43.58
2015-01-23 05:00:00+01:00,38.0,46.46
2015-01-23 06:00:00+01:00,43.6,52.28
2015-01-23 07:00:00+01:00,57.66,65.64
2015-01-23 08:00:00+01:00,62.1,76.4
2015-01-23 09:00:00+01:00,67.01,79.97
2015-01-23 10:00:00+01:00,68.5,84.61
2015-01-23 11:00:00+01:00,67.0,83.52
2015-01-23 12:00:00+01:00,62.78,78.96
2015-01-23 13:00:00+01:00,59.65,72.31
2015-01-23 14:00:00+01:00,48.25,61.96
2015-01-23 15:00:00+01:00,47.1,60.84
2015-01-23 16:00:00+01:00,52.6,65.34
2015-01-23 17:00:00+01:00,58.34,72.57
2015-01-23 18:00:00+01:00,62.42,81.1
2015-01-23 19:00:00+01:00,65.0,83.19
2015-01-23 20:00:00+01:00,63.13,81.51
2015-01-23 21:00:00+01:00,60.03,77.05
2015-01-23 22:00:00+01:00,57.59,71.83
2015-01-23 23:00:00+01:00,47.87,62.47
2015-01-24 00:00:00+01:00,44.01,58.78
2015-01-24 01:00:00+01:00,43.12,55.81
2015-01-24 02:00:00+01:00,40.43,52.97
2015-01-24 03:00:00+01:00,36.1,47.79
2015-01-24 04:00:00+01:00,35.0,46.26
2015-01-24 05:00:00+01:00,35.0,45.91
2015-01-24 06:00:00+01:00,39.1,49.59
